Year;State;NMFS Name;Pounds;Metric Tons;Dollars;Collection;Scientific Name;Tsn;Source
1994;MASSACHUSETTS;COD, ATLANTIC;26,998,742;12,247;25,252,238;Commercial;Gadus morhua;164712;ACCSPHIST
1994;NEW HAMPSHIRE;COD, ATLANTIC;3,014,581;1,367;2,708,000;Commercial;Gadus morhua;164712;ACCSPHIST
1994;NEW HAMPSHIRE;COD, ATLANTIC;421,992;191;;Recreational;;164712;MRIP
1994;NEW JERSEY;COD, ATLANTIC;3,353;2;;Recreational;;164712;MRIP
1994;NEW JERSEY;COD, ATLANTIC;3,254;1;4,094;Commercial;Gadus morhua;164712;ACCSPHIST
1994;NEW YORK;COD, ATLANTIC;1,006,645;457;;Recreational;;164712;MRIP
1994;NEW YORK;COD, ATLANTIC;248,313;113;310,516;Commercial;Gadus morhua;164712;ACCSPHIST
1994;NORTH CAROLINA;COD, ATLANTIC;232;0;114;Commercial;Gadus morhua;164712;ACCSPHIST
1994;OREGON;COD, PACIFIC;373,515;169;128,671;Commercial;Gadus macrocephalus;164711;PACFINHIST
1994;RHODE ISLAND;COD, ATLANTIC;538,519;244;;Recreational;;164712;MRIP
1994;RHODE ISLAND;COD, ATLANTIC;585,873;266;531,872;Commercial;Gadus morhua;164712;ACCSPHIST
1994;VIRGINIA;COD, ATLANTIC;8;0;7;Commercial;Gadus morhua;164712;ACCSPHIST
1994;WASHINGTON;COD, PACIFIC;1,696,026;769;571,597;Commercial;Gadus macrocephalus;164711;PACFINHIST
1994;WASHINGTON;COD, PACIFIC;;;;Recreational;;164711;MRIP
1993;ALASKA;COD, PACIFIC;425,237,935;192,887;72,918,495;Commercial;Gadus macrocephalus;164711;AKFINHIST
1993;CALIFORNIA;COD, PACIFIC;289;0;544;Commercial;Gadus macrocephalus;164711;PACFINHIST
1993;CONNECTICUT;COD, ATLANTIC;981;0;;Recreational;;164712;MRIP
1993;CONNECTICUT;COD, ATLANTIC;218,256;99;125,992;Commercial;Gadus morhua;164712;ACCSPHIST
1993;DELAWARE;COD, ATLANTIC;406;0;;Recreational;;164712;MRIP
1993;MAINE;COD, ATLANTIC;9,217,719;4,181;7,963,623;Commercial;Gadus morhua;164712;ACCSPHIST
1993;MAINE;COD, ATLANTIC;678,610;308;;Recreational;;164712;MRIP
1993;MARYLAND;COD, ATLANTIC;14;0;4;Commercial;Gadus morhua;164712;ACCSPHIST
1993;MASSACHUSETTS;COD, ATLANTIC;4,299,816;1,95;;Recreational;;164712;MRIP
1993;MASSACHUSETTS;COD, ATLANTIC;36,508,334;16,56;32,516,426;Commercial;Gadus morhua;164712;ACCSPHIST
1993;NEW HAMPSHIRE;COD, ATLANTIC;365,004;166;;Recreational;;164712;MRIP
1993;NEW HAMPSHIRE;COD, ATLANTIC;2,961,523;1,343;2,673,803;Commercial;Gadus morhua;164712;ACCSPHIST
1993;NEW JERSEY;COD, ATLANTIC;33,981;15;39,948;Commercial;Gadus morhua;164712;ACCSPHIST
1993;NEW JERSEY;COD, ATLANTIC;94,525;43;;Recreational;;164712;MRIP
1993;NEW YORK;COD, ATLANTIC;3,406,625;1,545;;Recreational;;164712;MRIP
1993;NEW YORK;COD, ATLANTIC;423,214;192;526,706;Commercial;Gadus morhua;164712;ACCSPHIST
1993;OREGON;COD, PACIFIC;1,072,982;487;354,664;Commercial;Gadus macrocephalus;164711;PACFINHIST
1993;RHODE ISLAND;COD, ATLANTIC;655,437;297;;Recreational;;164712;MRIP
1993;RHODE ISLAND;COD, ATLANTIC;1,243,719;564;1,108,472;Commercial;Gadus morhua;164712;ACCSPHIST
1993;VIRGINIA;COD, ATLANTIC;1,956;1;;Recreational;;164712;MRIP
1993;VIRGINIA;COD, ATLANTIC;3,101;1;2,858;Commercial;Gadus morhua;164712;ACCSPHIST
1993;WASHINGTON;COD, PACIFIC;2,434,902;1,104;794,046;Commercial;Gadus macrocephalus;164711;PACFINHIST
1993;WASHINGTON;COD, PACIFIC;;;;Recreational;;164711;MRIP
1992;ALASKA;COD, PACIFIC;552,594,158;250,655;125,313,941;Commercial;Gadus macrocephalus;164711;AKFINHIST
1992;CALIFORNIA;COD, PACIFIC;1,843;1;1,545;Commercial;Gadus macrocephalus;164711;PACFINHIST
1992;CONNECTICUT;COD, ATLANTIC;76,795;35;44,319;Commercial;Gadus morhua;164712;ACCSPHIST
1992;CONNECTICUT;COD, ATLANTIC;6,949;3;;Recreational;;164712;MRIP
1992;MAINE;COD, ATLANTIC;181,410;82;;Recreational;;164712;MRIP
1992;MAINE;COD, ATLANTIC;12,995,188;5,895;10,789,233;Commercial;Gadus morhua;164712;ACCSPHIST
1992;MASSACHUSETTS;COD, ATLANTIC;42,273,472;19,175;35,996,894;Commercial;Gadus morhua;164712;ACCSPHIST
1992;MASSACHUSETTS;COD, ATLANTIC;1,628,428;739;;Recreational;;164712;MRIP
1992;NEW HAMPSHIRE;COD, ATLANTIC;260,366;118;;Recreational;;164712;MRIP
1992;NEW HAMPSHIRE;COD, ATLANTIC;3,608,230;1,637;3,169,995;Commercial;Gadus morhua;164712;ACCSPHIST
1992;NEW JERSEY;COD, ATLANTIC;11,917;5;12,445;Commercial;Gadus morhua;164712;ACCSPHIST
1992;NEW JERSEY;COD, ATLANTIC;91,472;41;;Recreational;;164712;MRIP
1992;NEW YORK;COD, ATLANTIC;1,780,583;808;;Recreational;;164712;MRIP
1992;NEW YORK;COD, ATLANTIC;501,706;228;516,672;Commercial;Gadus morhua;164712;ACCSPHIST
1992;OREGON;COD, PACIFIC;901,865;409;306,280;Commercial;Gadus macrocephalus;164711;PACFINHIST
1992;RHODE ISLAND;COD, ATLANTIC;405,719;184;;Recreational;;164712;MRIP
1992;RHODE ISLAND;COD, ATLANTIC;2,081,584;944;1,661,335;Commercial;Gadus morhua;164712;ACCSPHIST
1992;VIRGINIA;COD, ATLANTIC;297;0;172;Commercial;Gadus morhua;164712;ACCSPHIST
1992;WASHINGTON;COD, PACIFIC;3,697,624;1,677;1,213,442;Commercial;Gadus macrocephalus;164711;PACFINHIST
1991;ALASKA;COD, PACIFIC;507,895,347;230,38;113,588,684;Commercial;Gadus macrocephalus;164711;AKFINHIST
1991;CALIFORNIA;COD, PACIFIC;459;0;202;Commercial;Gadus macrocephalus;164711;PACFINHIST
1991;CONNECTICUT;COD, ATLANTIC;227,785;103;153,088;Commercial;Gadus morhua;164712;ACCSPHIST
1991;CONNECTICUT;COD, ATLANTIC;15,086;7;;Recreational;;164712;MRIP
1991;DELAWARE;COD, ATLANTIC;71;0;;Recreational;;164712;MRIP
1991;MAINE;COD, ATLANTIC;21,179,873;9,607;16,285,661;Commercial;Gadus morhua;164712;ACCSPHIST
1991;MAINE;COD, ATLANTIC;1,177,986;534;;Recreational;;164712;MRIP
1991;MASSACHUSETTS;COD, ATLANTIC;2,989,550;1,356;;Recreational;;164712;MRIP
1991;MASSACHUSETTS;COD, ATLANTIC;62,453,071;28,329;50,649,672;Commercial;Gadus morhua;164712;ACCSPHIST
1991;NEW HAMPSHIRE;COD, ATLANTIC;1,129,295;512;;Recreational;;164712;MRIP
1991;NEW HAMPSHIRE;COD, ATLANTIC;4,649,553;2,109;3,714,543;Commercial;Gadus morhua;164712;ACCSPHIST
1991;NEW JERSEY;COD, ATLANTIC;10,945;5;10,589;Commercial;Gadus morhua;164712;ACCSPHIST
1991;NEW YORK;COD, ATLANTIC;635,394;288;592,032;Commercial;Gadus morhua;164712;ACCSPHIST
1991;NEW YORK;COD, ATLANTIC;1,865,108;846;;Recreational;;164712;MRIP
1991;OREGON;COD, PACIFIC;1,134,082;514;341,544;Commercial;Gadus macrocephalus;164711;PACFINHIST
1991;RHODE ISLAND;COD, ATLANTIC;1,567,548;711;;Recreational;;164712;MRIP
1991;RHODE ISLAND;COD, ATLANTIC;3,830,035;1,737;2,890,490;Commercial;Gadus morhua;164712;ACCSPHIST
1991;WASHINGTON;COD, PACIFIC;3,185,969;1,445;973,173;Commercial;Gadus macrocephalus;164711;PACFINHIST
1990;ALASKA;COD, PACIFIC;523,768,974;237,58;91,769,437;Commercial;Gadus macrocephalus;164711;AKFINHIST
1990;CONNECTICUT;COD, ATLANTIC;424,249;192;237,577;Commercial;Gadus morhua;164712;ACCSPHIST
1990;CONNECTICUT;COD, ATLANTIC;4,945;2;;Recreational;;164712;MRIP
1990;MAINE;COD, ATLANTIC;3,658,671;1,66;;Recreational;;164712;MRIP
1990;MAINE;COD, ATLANTIC;15,276,312;6,929;9,388,134;Commercial;Gadus morhua;164712;ACCSPHIST
1990;MARYLAND;COD, ATLANTIC;18;0;13;Commercial;Gadus morhua;164712;ACCSPHIST
1990;MASSACHUSETTS;COD, ATLANTIC;72,199,655;32,75;46,295,857;Commercial;Gadus morhua;164712;ACCSPHIST
1990;MASSACHUSETTS;COD, ATLANTIC;4,094,325;1,857;;Recreational;;164712;MRIP
1990;NEW HAMPSHIRE;COD, ATLANTIC;471,108;214;;Recreational;;164712;MRIP
1990;NEW HAMPSHIRE;COD, ATLANTIC;3,774,455;1,712;2,487,035;Commercial;Gadus morhua;164712;ACCSPHIST
1990;NEW JERSEY;COD, ATLANTIC;15,004;7;12,524;Commercial;Gadus morhua;164712;ACCSPHIST
1990;NEW JERSEY;COD, ATLANTIC;1,728;1;;Recreational;;164712;MRIP
1990;NEW YORK;COD, ATLANTIC;1,214,988;551;;Recreational;;164712;MRIP
1990;NEW YORK;COD, ATLANTIC;830,839;377;764,291;Commercial;Gadus morhua;164712;ACCSPHIST
1990;OREGON;COD, PACIFIC;510,279;231;130,764;Commercial;Gadus macrocephalus;164711;PACFINHIST
1990;RHODE ISLAND;COD, ATLANTIC;450,129;204;;Recreational;;164712;MRIP
1990;RHODE ISLAND;COD, ATLANTIC;3,653,159;1,657;2,258,596;Commercial;Gadus morhua;164712;ACCSPHIST
1990;VIRGINIA;COD, ATLANTIC;583;0;380;Commercial;Gadus morhua;164712;ACCSPHIST
1990;WASHINGTON;COD, PACIFIC;2,121,293;962;604,730;Commercial;Gadus macrocephalus;164711;PACFINHIST
1989;ALASKA;COD, PACIFIC;364,722,691;165,437;55,273,590;Commercial;Gadus macrocephalus;164711;AKFINHIST
1989;CALIFORNIA;COD, PACIFIC;222;0;83;Commercial;Gadus macrocephalus;164711;PACFINHIST
1989;CONNECTICUT;COD, ATLANTIC;460,300;209;362,020;Commercial;Gadus morhua;164712;ACCSPHIST
1989;MAINE;COD, ATLANTIC;2,806,427;1,273;;Recreational;;164712;MRIP
1989;MAINE;COD, ATLANTIC;12,416,600;5,632;7,263,348;Commercial;Gadus morhua;164712;ACCSPHIST
1989;MASSACHUSETTS;COD, ATLANTIC;58,532,500;26,55;35,701,271;Commercial;Gadus morhua;164712;ACCSPHIST
1989;MASSACHUSETTS;COD, ATLANTIC;2,424,791;1,1;;Recreational;;164712;MRIP
1989;NEW HAMPSHIRE;COD, ATLANTIC;631,889;287;;Recreational;;164712;MRIP
1989;NEW HAMPSHIRE;COD, ATLANTIC;3,449,800;1,565;2,169,221;Commercial;Gadus morhua;164712;ACCSPHIST
1989;NEW JERSEY;COD, ATLANTIC;79,300;36;51,193;Commercial;Gadus morhua;164712;ACCSPHIST
1989;NEW JERSEY;COD, ATLANTIC;24,577;11;;Recreational;;164712;MRIP
1989;NEW YORK;COD, ATLANTIC;778,400;353;636,757;Commercial;Gadus morhua;164712;ACCSPHIST
1989;NEW YORK;COD, ATLANTIC;2,982,030;1,353;;Recreational;;164712;MRIP
1989;OREGON;COD, PACIFIC;1,720,551;780;448,289;Commercial;Gadus macrocephalus;164711;PACFINHIST
1989;RHODE ISLAND;COD, ATLANTIC;3,334,100;1,512;1,902,095;Commercial;Gadus morhua;164712;ACCSPHIST
1989;RHODE ISLAND;COD, ATLANTIC;553,275;251;;Recreational;;164712;MRIP
1989;VIRGINIA;COD, ATLANTIC;1,000;0;367;Commercial;Gadus morhua;164712;ACCSPHIST
1989;WASHINGTON;COD, PACIFIC;3,727,581;1,691;998,653;Commercial;Gadus macrocephalus;164711;PACFINHIST
1989;WASHINGTON;COD, PACIFIC;122,705;56;;Recreational;;164711;MRIP
1988;ALASKA;COD, PACIFIC;260,281,201;118,063;36,914,772;Commercial;Gadus macrocephalus;164711;AKFINHIST
1988;CALIFORNIA;COD, PACIFIC;11,017;5;3,236;Commercial;Gadus macrocephalus;164711;PACFINHIST
1988;CONNECTICUT;COD, ATLANTIC;255,500;116;168,630;Commercial;Gadus morhua;164712;ACCSPHIST
1988;CONNECTICUT;COD, ATLANTIC;3,071;1;;Recreational;;164712;MRIP
1988;DELAWARE;COD, ATLANTIC;2,374;1;;Recreational;;164712;MRIP
1988;MAINE;COD, ATLANTIC;8,104,100;3,676;4,033,556;Commercial;Gadus morhua;164712;ACCSPHIST
1988;MAINE;COD, ATLANTIC;3,950,372;1,792;;Recreational;;164712;MRIP
1988;MASSACHUSETTS;COD, ATLANTIC;5,234,303;2,374;;Recreational;;164712;MRIP
1988;MASSACHUSETTS;COD, ATLANTIC;61,238,900;27,778;35,032,227;Commercial;Gadus morhua;164712;ACCSPHIST
1988;NEW HAMPSHIRE;COD, ATLANTIC;2,960,100;1,343;1,630,845;Commercial;Gadus morhua;164712;ACCSPHIST
1988;NEW HAMPSHIRE;COD, ATLANTIC;478,992;217;;Recreational;;164712;MRIP
1988;NEW JERSEY;COD, ATLANTIC;10,505;5;;Recreational;;164712;MRIP
1988;NEW JERSEY;COD, ATLANTIC;14,900;7;8,812;Commercial;Gadus morhua;164712;ACCSPHIST
1988;NEW YORK;COD, ATLANTIC;703,700;319;595,064;Commercial;Gadus morhua;164712;ACCSPHIST
1988;NEW YORK;COD, ATLANTIC;10,592,374;4,805;;Recreational;;164712;MRIP
1988;NORTH CAROLINA;COD, ATLANTIC;7,926;4;;Recreational;;164712;MRIP
1988;OREGON;COD, PACIFIC;2,280,678;1,035;625,480;Commercial;Gadus macrocephalus;164711;PACFINHIST
1988;RHODE ISLAND;COD, ATLANTIC;3,347,473;1,518;;Recreational;;164712;MRIP
1988;RHODE ISLAND;COD, ATLANTIC;3,009,300;1,365;1,577,813;Commercial;Gadus morhua;164712;ACCSPHIST
1988;WASHINGTON;COD, PACIFIC;371,523;169;;Recreational;;164711;MRIP
1988;WASHINGTON;COD, PACIFIC;6,270,290;2,844;1,692,318;Commercial;Gadus macrocephalus;164711;PACFINHIST
1987;ALASKA;COD, PACIFIC;163,562,447;74,191;28,909,134;Commercial;Gadus macrocephalus;164711;AKFINHIST
1987;CALIFORNIA;COD, PACIFIC;144,938;66;47,762;Commercial;Gadus macrocephalus;164711;PACFINHIST
1987;CONNECTICUT;COD, ATLANTIC;288,854;131;;Recreational;;164712;MRIP
1987;CONNECTICUT;COD, ATLANTIC;226,700;103;149,622;Commercial;Gadus morhua;164712;ACCSPHIST
1987;MAINE;COD, ATLANTIC;4,764,050;2,161;;Recreational;;164712;MRIP
1987;MAINE;COD, ATLANTIC;9,934,600;4,506;6,989,180;Commercial;Gadus morhua;164712;ACCSPHIST
1987;MARYLAND;COD, ATLANTIC;300;0;85;Commercial;Gadus morhua;164712;ACCSPHIST
1987;MASSACHUSETTS;COD, ATLANTIC;44,964,200;20,396;34,044,381;Commercial;Gadus morhua;164712;ACCSPHIST
1987;MASSACHUSETTS;COD, ATLANTIC;5,117,731;2,321;;Recreational;;164712;MRIP
1987;NEW HAMPSHIRE;COD, ATLANTIC;529,551;240;;Recreational;;164712;MRIP
1987;NEW HAMPSHIRE;COD, ATLANTIC;1,570,200;712;1,180,831;Commercial;Gadus morhua;164712;ACCSPHIST
1987;NEW JERSEY;COD, ATLANTIC;4,000;2;2,911;Commercial;Gadus morhua;164712;ACCSPHIST
1987;NEW JERSEY;COD, ATLANTIC;2,022,886;918;;Recreational;;164712;MRIP
1987;NEW YORK;COD, ATLANTIC;1,490,368;676;;Recreational;;164712;MRIP
1987;NEW YORK;COD, ATLANTIC;427,800;194;463,130;Commercial;Gadus morhua;164712;ACCSPHIST
1987;OREGON;COD, PACIFIC;1,468,759;666;481,545;Commercial;Gadus macrocephalus;164711;PACFINHIST
1987;RHODE ISLAND;COD, ATLANTIC;2,011,100;912;1,349,854;Commercial;Gadus morhua;164712;ACCSPHIST
1987;RHODE ISLAND;COD, ATLANTIC;1,046,524;475;;Recreational;;164712;MRIP
1987;VIRGINIA;COD, ATLANTIC;100;0;21;Commercial;Gadus morhua;164712;ACCSPHIST
1987;WASHINGTON;COD, PACIFIC;5,174,424;2,347;1,723,179;Commercial;Gadus macrocephalus;164711;PACFINHIST
1987;WASHINGTON;COD, PACIFIC;541,491;246;;Recreational;;164711;MRIP
1986;ALASKA;COD, PACIFIC;87,394,363;39,642;9,136,446;Commercial;Gadus macrocephalus;164711;AKFINHIST
1986;CONNECTICUT;COD, ATLANTIC;27,200;12;14,144;Commercial;Gadus morhua;164712;ACCSPHIST
1986;CONNECTICUT;COD, ATLANTIC;140,150;64;;Recreational;;164712;MRIP
1986;DELAWARE;COD, ATLANTIC;487;0;;Recreational;;164712;MRIP
1986;MAINE;COD, ATLANTIC;1,654,350;750;;Recreational;;164712;MRIP
1986;MAINE;COD, ATLANTIC;10,155,000;4,606;5,526,155;Commercial;Gadus morhua;164712;ACCSPHIST
1986;MASSACHUSETTS;COD, ATLANTIC;46,420,900;21,056;27,931,597;Commercial;Gadus morhua;164712;ACCSPHIST
1986;MASSACHUSETTS;COD, ATLANTIC;6,020,913;2,731;;Recreational;;164712;MRIP
1986;NEW HAMPSHIRE;COD, ATLANTIC;1,202,662;546;;Recreational;;164712;MRIP
1986;NEW HAMPSHIRE;COD, ATLANTIC;1,569,400;712;873,904;Commercial;Gadus morhua;164712;ACCSPHIST
1986;NEW JERSEY;COD, ATLANTIC;14,300;6;10,630;Commercial;Gadus morhua;164712;ACCSPHIST
1986;NEW JERSEY;COD, ATLANTIC;8,400;4;;Recreational;;164712;MRIP
1986;NEW YORK;COD, ATLANTIC;546,811;248;;Recreational;;164712;MRIP
1986;NEW YORK;COD, ATLANTIC;459,300;208;453,478;Commercial;Gadus morhua;164712;ACCSPHIST
1986;OREGON;COD, PACIFIC;67,789;31;18,393;Commercial;Gadus macrocephalus;164711;PACFINHIST
1986;RHODE ISLAND;COD, ATLANTIC;2,284,500;1,036;1,217,746;Commercial;Gadus morhua;164712;ACCSPHIST
1986;RHODE ISLAND;COD, ATLANTIC;635,137;288;;Recreational;;164712;MRIP
1986;VIRGINIA;COD, ATLANTIC;300;0;73;Commercial;Gadus morhua;164712;ACCSPHIST
1986;WASHINGTON;COD, PACIFIC;10,844,032;4,919;2,482,686;Commercial;Gadus macrocephalus;164711;PACFINHIST
1986;WASHINGTON;COD, PACIFIC;256,870;117;;Recreational;;164711;MRIP
1985;ALASKA;COD, PACIFIC;94,352,930;42,798;12,350,992;Commercial;Gadus macrocephalus;164711;AKFINHIST
1985;CALIFORNIA;COD, PACIFIC;1,616;1;703;Commercial;Gadus macrocephalus;164711;PACFINHIST
1985;CONNECTICUT;COD, ATLANTIC;21,682;10;;Recreational;;164712;MRIP
1985;CONNECTICUT;COD, ATLANTIC;54,000;24;18,900;Commercial;Gadus morhua;164712;ACCSPHIST
1985;DELAWARE;COD, ATLANTIC;73,039;33;;Recreational;;164712;MRIP
1985;MAINE;COD, ATLANTIC;10,353,200;4,696;4,095,188;Commercial;Gadus morhua;164712;ACCSPHIST
1985;MAINE;COD, ATLANTIC;1,496,199;679;;Recreational;;164712;MRIP
1985;MASSACHUSETTS;COD, ATLANTIC;9,092,993;4,125;;Recreational;;164712;MRIP
1985;MASSACHUSETTS;COD, ATLANTIC;65,049,400;29,506;27,891,076;Commercial;Gadus morhua;164712;ACCSPHIST
1985;NEW HAMPSHIRE;COD, ATLANTIC;307,373;139;;Recreational;;164712;MRIP
1985;NEW HAMPSHIRE;COD, ATLANTIC;1,656,700;751;706,400;Commercial;Gadus morhua;164712;ACCSPHIST
1985;NEW JERSEY;COD, ATLANTIC;21,700;10;6,254;Commercial;Gadus morhua;164712;ACCSPHIST
1985;NEW YORK;COD, ATLANTIC;243,933;111;;Recreational;;164712;MRIP
1985;NEW YORK;COD, ATLANTIC;546,200;248;390,212;Commercial;Gadus morhua;164712;ACCSPHIST
1985;OREGON;COD, PACIFIC;85,401;39;21,727;Commercial;Gadus macrocephalus;164711;PACFINHIST
1985;RHODE ISLAND;COD, ATLANTIC;2,718,115;1,233;;Recreational;;164712;MRIP
1985;RHODE ISLAND;COD, ATLANTIC;4,841,200;2,196;1,905,319;Commercial;Gadus morhua;164712;ACCSPHIST
1985;VIRGINIA;COD, ATLANTIC;100;0;12;Commercial;Gadus morhua;164712;ACCSPHIST
1985;WASHINGTON;COD, PACIFIC;15,979,539;7,248;3,802,014;Commercial;Gadus macrocephalus;164711;PACFINHIST
1985;WASHINGTON;COD, PACIFIC;206,878;94;;Recreational;;164711;MRIP
1984;ALASKA;COD, PACIFIC;60,948,762;27,646;10,167,127;Commercial;Gadus macrocephalus;164711;AKFINHIST
1984;CALIFORNIA;COD, PACIFIC;4,327;2;1,003;Commercial;Gadus macrocephalus;164711;PACFINHIST
1984;CONNECTICUT;COD, ATLANTIC;17,372;8;;Recreational;;164712;MRIP
1984;CONNECTICUT;COD, ATLANTIC;105,300;48;36,855;Commercial;Gadus morhua;164712;ACCSPHIST
1984;MAINE;COD, ATLANTIC;2,280,805;1,035;;Recreational;;164712;MRIP
1984;MAINE;COD, ATLANTIC;11,793,700;5,35;3,943,240;Commercial;Gadus morhua;164712;ACCSPHIST
1984;MARYLAND;COD, ATLANTIC;1,800;1;362;Commercial;Gadus morhua;164712;ACCSPHIST
1984;MASSACHUSETTS;COD, ATLANTIC;75,542,700;34,266;28,659,076;Commercial;Gadus morhua;164712;ACCSPHIST
1984;MASSACHUSETTS;COD, ATLANTIC;3,522,203;1,598;;Recreational;;164712;MRIP
1984;NEW HAMPSHIRE;COD, ATLANTIC;2,518,200;1,142;879,909;Commercial;Gadus morhua;164712;ACCSPHIST
1984;NEW HAMPSHIRE;COD, ATLANTIC;623,386;283;;Recreational;;164712;MRIP
1984;NEW JERSEY;COD, ATLANTIC;12,700;6;3,479;Commercial;Gadus morhua;164712;ACCSPHIST
1984;NEW YORK;COD, ATLANTIC;918,436;417;;Recreational;;164712;MRIP
1984;NEW YORK;COD, ATLANTIC;898,900;408;560,583;Commercial;Gadus morhua;164712;ACCSPHIST
1984;NORTH CAROLINA;COD, ATLANTIC;5,905;3;1,180;Commercial;Gadus morhua;164712;ACCSPHIST
1984;OREGON;COD, PACIFIC;175,782;80;45,194;Commercial;Gadus macrocephalus;164711;PACFINHIST
1984;RHODE ISLAND;COD, ATLANTIC;3,726,450;1,69;;Recreational;;164712;MRIP
1984;RHODE ISLAND;COD, ATLANTIC;5,806,200;2,634;2,053,065;Commercial;Gadus morhua;164712;ACCSPHIST
1984;VIRGINIA;COD, ATLANTIC;400;0;167;Commercial;Gadus morhua;164712;ACCSPHIST
1984;WASHINGTON;COD, PACIFIC;35,083,380;15,914;8,613,058;Commercial;Gadus macrocephalus;164711;PACFINHIST
1984;WASHINGTON;COD, PACIFIC;436,297;198;;Recreational;;164711;MRIP
1983;ALASKA;COD, PACIFIC;81,219,931;36,841;10,558,591;Commercial;Gadus macrocephalus;164711;AKFINHIST
1983;CONNECTICUT;COD, ATLANTIC;115,200;52;39,168;Commercial;Gadus morhua;164712;ACCSPHIST
1983;DELAWARE;COD, ATLANTIC;38,892;18;;Recreational;;164712;MRIP
1983;MAINE;COD, ATLANTIC;1,551,434;704;;Recreational;;164712;MRIP
1983;MAINE;COD, ATLANTIC;12,083,500;5,481;3,736,117;Commercial;Gadus morhua;164712;ACCSPHIST
1983;MARYLAND;COD, ATLANTIC;100;0;17;Commercial;Gadus morhua;164712;ACCSPHIST
1983;MASSACHUSETTS;COD, ATLANTIC;92,492,100;41,954;31,752,025;Commercial;Gadus morhua;164712;ACCSPHIST
1983;MASSACHUSETTS;COD, ATLANTIC;5,759,420;2,612;;Recreational;;164712;MRIP
1983;MASSACHUSETTS;COD, TOOTHED;1,872;1;;Recreational;;164703;MRIP
1983;NEW HAMPSHIRE;COD, ATLANTIC;320,925;146;;Recreational;;164712;MRIP
1983;NEW HAMPSHIRE;COD, ATLANTIC;2,012,700;913;680,839;Commercial;Gadus morhua;164712;ACCSPHIST
1983;NEW JERSEY;COD, ATLANTIC;39,400;18;15,566;Commercial;Gadus morhua;164712;ACCSPHIST
1983;NEW YORK;COD, ATLANTIC;681,900;309;375,778;Commercial;Gadus morhua;164712;ACCSPHIST
1983;NEW YORK;COD, ATLANTIC;852,713;387;;Recreational;;164712;MRIP
1983;OREGON;COD, PACIFIC;196,644;89;48,792;Commercial;Gadus macrocephalus;164711;PACFINHIST
1983;RHODE ISLAND;COD, ATLANTIC;3,165,395;1,436;;Recreational;;164712;MRIP
1983;RHODE ISLAND;COD, ATLANTIC;4,764,200;2,161;1,591,373;Commercial;Gadus morhua;164712;ACCSPHIST
1983;WASHINGTON;COD, PACIFIC;23,383,424;10,607;5,344,556;Commercial;Gadus macrocephalus;164711;PACFINHIST
1983;WASHINGTON;COD, PACIFIC;407,280;185;;Recreational;;164711;MRIP
1982;ALASKA;COD, PACIFIC;38,645,716;17,53;5,023,943;Commercial;Gadus macrocephalus;164711;AKFINHIST
1982;CALIFORNIA;COD, PACIFIC;258;0;;Recreational;;164711;MRIP
1982;CALIFORNIA;COD, PACIFIC;222;0;94;Commercial;Gadus macrocephalus;164711;PACFINHIST
1982;CONNECTICUT;COD, ATLANTIC;515,500;234;180,442;Commercial;Gadus morhua;164712;ACCSPHIST
1982;MAINE;COD, ATLANTIC;12,251,800;5,557;3,658,102;Commercial;Gadus morhua;164712;ACCSPHIST
1982;MAINE;COD, ATLANTIC;1,058,312;480;;Recreational;;164712;MRIP
1982;MAINE;COD, TOOTHED;377;0;;Recreational;;164703;MRIP
1982;MASSACHUSETTS;COD, ATLANTIC;3,083,200;1,399;;Recreational;;164712;MRIP
1982;MASSACHUSETTS;COD, ATLANTIC;98,510,000;44,684;33,210,540;Commercial;Gadus morhua;164712;ACCSPHIST
1982;NEW HAMPSHIRE;COD, ATLANTIC;1,451,254;658;;Recreational;;164712;MRIP
1982;NEW HAMPSHIRE;COD, ATLANTIC;1,308,200;593;407,287;Commercial;Gadus morhua;164712;ACCSPHIST
1982;NEW JERSEY;COD, ATLANTIC;63,400;29;19,503;Commercial;Gadus morhua;164712;ACCSPHIST
1982;NEW YORK;COD, ATLANTIC;7,092,231;3,217;;Recreational;;164712;MRIP
1982;NEW YORK;COD, ATLANTIC;433,700;197;299,227;Commercial;Gadus morhua;164712;ACCSPHIST
1982;OREGON;COD, PACIFIC;260,319;118;62,394;Commercial;Gadus macrocephalus;164711;PACFINHIST
1982;RHODE ISLAND;COD, ATLANTIC;3,266,614;1,482;;Recreational;;164712;MRIP
1982;RHODE ISLAND;COD, ATLANTIC;3,810,100;1,728;1,337,381;Commercial;Gadus morhua;164712;ACCSPHIST
1982;VIRGINIA;COD, ATLANTIC;13,900;6;3,545;Commercial;Gadus morhua;164712;ACCSPHIST
1982;WASHINGTON;COD, PACIFIC;303,762;138;;Recreational;;164711;MRIP
1982;WASHINGTON;COD, PACIFIC;24,761,644;11,232;5,551,188;Commercial;Gadus macrocephalus;164711;PACFINHIST
1981;ALASKA;COD, PACIFIC;16,771,447;7,607;2,180,288;Commercial;Gadus macrocephalus;164711;AKFINHIST
1981;CONNECTICUT;COD, ATLANTIC;504,800;229;176,689;Commercial;Gadus morhua;164712;ACCSPHIST
1981;CONNECTICUT;COD, ATLANTIC;3,960;2;;Recreational;;164712;MRIP
1981;MAINE;COD, ATLANTIC;2,689,829;1,22;;Recreational;;164712;MRIP
